supermarket,no_of_items,variation,total,paid,change,type,food,snack,beverage,consumables,high_end,asset,fixed_asset,date,mall,time,time_type,type_market,location,loc_category,day,day_type,24hr,day,month,year
tuskys,5,2,835,1000,165,cash,no,no,no,yes,no,yes,no,02/06/2017,no,14:27,afternoon,chain,cbd,mid,friday,weekday,no,2,6,2017
eastmatt,1,1,52,100,48,cash,yes,no,no,no,no,no,no,02/06/2017,no,11:32,morning,median,cbd,mid,friday,weekday,no,2,6,2017
tuskys,2,1,115,200,85,cash,no,no,yes,no,no,no,no,02/06/2017,no,12:36,morning,chain,cbd,mid,friday,weekday,no,2,6,2017
eastmatt,1,1,10,10,0,cash,no,no,no,no,no,yes,no,02/06/2017,no,14:17,afternoon,median,cbd,mid,friday,weekday,no,2,6,2017
eastmatt,4,3,320,100,680,cash,yes,yes,yes,no,no,no,no,02/06/2017,no,13:55,afternoon,median,cbd,mid,friday,weekday,no,2,6,2017
tuskys,1,1,20,20,0,cash,no,no,yes,no,no,no,no,02/06/2017,no,14:25,afternoon,chain,cbd,mid,friday,weekday,no,2,6,2017
tuskys,2,2,115,200,85,cash,no,yes,yes,no,no,no,no,02/06/2017,no,12:37,afternoon,chain,cbd,mid,friday,weekday,no,2,6,2017
eastmatt,1,1,47,100,53,cash,no,no,yes,no,no,no,no,02/06/2017,no,14:05,afternoon,median,cbd,mid,friday,weekday,no,2,6,2017
uchumi,6,2,323,350,27,cash,no,yes,yes,no,no,no,no,16/04/2017,no,15:17,afternoon,chain,cbd,mid,sunday,weekend,no,16,4,2017
uchumi,2,2,78,100,22,cash,yes,no,no,no,no,no,no,29/05/2017,no,20:23,night,chain,cbd,mid,monday,weekday,no,29,5,2017
kassmart,5,2,161,1000,839,cash,no,yes,yes,no,no,no,no,01/06/2017,no,13:10,afternoon,small,mwiki,low,thursday,weekday,no,1,6,2017
eastmatt,1,1,130,150,20,cash,yes,no,no,no,no,no,no,02/06/2017,no,13:26,afternoon,median,cbd,mid,friday,weekday,no,2,6,2017
nakumatt,1,1,875,100,125,cash,no,no,yes,no,yes,no,no,01/06/2107,yes,19:52,night,chain,cbd,mid,thursday,weekday,yes,1,6,2107
eastmatt,2,1,84,1000,916,cash,no,no,yes,no,no,no,no,02/06/2017,no,10:12,morning,median,cbd,mid,friday,weekday,no,2,6,2017
nakumatt,2,2,174,180,6,cash,no,yes,yes,no,no,no,no,02/06/2017,no,15:24,afternoon,chain,cbd,mid,friday,weekday,yes,2,6,2017
karrymart,3,2,235,240,5,cash,yes,no,no,yes,no,no,no,23/05/2017,no,21:03,night,small,cbd,mid,tuesday,weekday,yes,23,5,2017
karrymart,4,2,435,500,65,cash,yes,no,no,yes,no,no,no,23/05/2017,no,20:26,night,small,cbd,mid,tuesday,weekday,yes,23,5,2017
nakumatt,10,3,3440,3440,0,mpesa,yes,no,yes,no,no,yes,no,05/06/2017,no,21:22,night,chain,cbd,mid,monday,weekday,yes,5,6,2017
tuskys,7,3,780,780,0,mpesa,yes,no,no,yes,no,yes,no,05/06/2017,no,21:32,night,chain,cbd,mid,monday,weekday,no,5,6,2017
tuskys,2,1,1141,1141,0,mpesa,yes,no,no,no,no,no,no,05/06/2017,no,21:41,night,chain,cbd,mid,monday,weekday,no,5,6,2017
nakumatt,1,1,55,60,5,cash,no,no,yes,no,no,no,no,05/06/2017,no,17:23,afternoon,chain,cbd,mid,monday,weekday,yes,5,6,2017
nakumatt,1,1,33,40,7,cash,yes,no,no,no,no,no,no,05/06/2017,no,16:57,afternoon,chain,cbd,mid,monday,weekday,yes,5,6,2017
ukwala,1,1,86,100,14,cash,yes,no,no,no,no,no,no,05/06/2017,no,20:31,night,median,cbd,mid,monday,weekday,no,5,6,2017
nakumatt,2,1,199,199,0,card,yes,no,no,no,no,no,no,05/06/2017,no,17:14,afternoon,chain,cbd,mid,monday,weekday,yes,5,6,2017
nakumatt,1,1,55,100,45,cash,no,no,yes,no,no,no,no,02/06/2017,no,16:58,afternoon,chain,cbd,mid,friday,weekday,yes,2,6,2017
nakumatt,1,1,71,100,29,cash,yes,no,no,no,no,no,no,05/06/2017,no,20:24,night,chain,cbd,mid,monday,weekday,yes,5,6,2017
ukwala,1,1,140,140,0,cash,no,no,yes,no,no,no,no,05/06/2017,no,16:27,afternoon,median,cbd,mid,monday,weekday,no,5,6,2017
nakumatt,2,1,125,500,375,cash,no,yes,no,no,no,no,no,05/06/2017,no,16:50,afternoon,chain,cbd,mid,monday,weekday,yes,5,6,2017
nakumatt,1,1,220,300,80,cash,no,no,no,no,no,yes,no,05/06/2017,no,20:32,night,chain,cbd,mid,monday,weekday,yes,5,6,2017
tuskys,1,1,109,100,891,cash,yes,no,no,no,no,no,no,05/06/2017,no,20:16,night,chain,cbd,mid,monday,weekday,no,5,6,2017
tuskys,5,2,526,526,0,mpesa,no,yes,yes,no,no,no,no,05/06/2017,no,19:22,night,chain,cbd,mid,monday,weekday,no,5,6,2017
nakumatt,1,1,56,70,14,cash,yes,no,no,no,no,no,no,05/06/2017,no,19:28,night,chain,cbd,mid,monday,weekday,yes,5,6,2017
nakumatt,1,1,55,55,0,cash,no,no,yes,no,no,no,no,05/06/2017,no,20:05,night,chain,cbd,mid,monday,weekday,yes,5,6,2017
eastmatt,3,2,285,300,15,cash,yes,yes,no,no,no,no,no,05/06/2017,no,20:05,night,median,cbd,mid,monday,weekday,no,5,6,2017
nakumatt,1,1,125,150,25,cash,no,no,no,no,yes,yes,no,01/06/2017,no,22:28,night,chain,nairobi west,mid,thursday,weekday,no,1,6,2017
fairway,1,1,55,100,45,cash,yes,no,no,no,no,no,no,03/06/2017,no,10:05,morning,small,langata,mid,saturday,weekend,no,3,6,2017
fairway,5,1,160,200,40,cash,yes,no,no,no,no,no,no,01/06/2017,no,10:11,morning,small,langata,mid,thursday,weekday,no,1,6,2017
karrymart,2,1,95,100,5,cash,no,yes,no,no,no,no,no,23/05/2017,no,19:31,night,small,cbd,mid,tuesday,weekday,yes,23,5,2017
karrymart,2,2,110,120,10,cash,yes,no,no,no,no,yes,no,23/05/2017,no,17:39,afternoon,small,cbd,mid,tuesday,weekday,yes,23,5,2017
karrymart,1,1,50,100,50,cash,yes,no,no,no,no,no,no,23/05/2017,no,20:21,night,small,cbd,mid,tuesday,weekday,yes,23,5,2017
karrymart,1,1,130,500,370,cash,no,no,no,yes,no,no,no,23/05/2017,no,19:34,night,small,cbd,mid,tuesday,weekday,yes,23,5,2017
karrymart,3,2,205,205,0,cash,yes,yes,no,no,no,no,no,23/05/2017,no,20:17,night,small,cbd,mid,tuesday,weekday,yes,23,5,2017
karrymart,1,1,195,1000,805,cash,no,yes,no,no,yes,no,no,23/05/2017,no,18:54,afternoon,small,cbd,mid,tuesday,weekday,yes,23,5,2017
eastmatt,1,1,90,200,110,cash,yes,no,no,no,no,no,no,06/06/2017,no,11:07,morning,median,cbd,mid,tuesday,weekday,no,6,6,2017
nakumatt,5,2,750,750,0,card,yes,yes,no,no,yes,no,no,06/06/2017,yes,18:49,afternoon,chain,kilimani,high,tuesday,weekday,no,6,6,2017
nakumatt,6,3,17350,17350,0,card,no,yes,no,no,yes,yes,yes,06/06/2017,yes,10:45,morning,chain,kilimani,high,tuesday,weekday,no,6,6,2017
nakumatt,1,1,71,100,29,cash,yes,no,no,no,no,no,no,06/06/2017,yes,19:01,night,chain,kilimani,high,tuesday,weekday,no,6,6,2017
ukwala,2,2,110,110,0,cash,yes,no,yes,no,no,no,no,06/06/2017,no,11:43,morning,median,cbd,mid,tuesday,weekday,no,6,6,2017
nakumatt,6,4,840,1000,160,cash,yes,yes,yes,yes,no,no,no,05/06/2017,no,19:43,night,chain,cbd,mid,monday,weekday,yes,5,6,2017
ukwala,1,1,110,500,390,cash,yes,no,no,no,no,no,no,05/06/2017,no,19:27,night,median,cbd,mid,monday,weekday,no,5,6,2017
ukwala,1,1,140,1000,860,cash,yes,no,no,no,no,no,no,07/06/2017,no,07:09,morning,median,cbd,mid,wednesday,weekday,no,7,6,2017
nakumatt,4,2,590,1000,410,cash,yes,yes,no,no,yes,no,no,06/06/2017,yes,19:18,night,chain,kilimani,high,tuesday,weekday,no,6,6,2017
ukwala,2,1,102,120,8,cash,yes,no,no,no,no,no,no,06/06/2017,no,07:18,morning,median,cbd,mid,tuesday,weekday,no,6,6,2017
uchumi,3,1,272,300,28,cash,yes,no,no,no,no,no,no,06/06/2017,no,08:43,morning,chain,kilimani,high,tuesday,weekday,no,6,6,2017
acacia,1,1,95,100,5,cash,no,no,no,yes,no,no,no,06/06/2017,no,20:14,night,small,saika,mid,tuesday,weekday,no,6,6,2017
acacia,2,1,180,200,20,cash,yes,no,no,no,no,no,no,05/06/2017,no,18:05,afternoon,small,saika,mid,monday,weekday,no,5,6,2017
ukwala,1,1,77,100,23,cash,no,no,yes,no,no,no,no,06/06/2017,no,17:34,afternoon,median,cbd,mid,tuesday,weekday,no,6,6,2017
ukwala,1,1,25,25,0,cash,no,no,yes,no,no,no,no,06/06/2017,no,18:53,afternoon,median,cbd,mid,tuesday,weekday,no,6,6,2017
acacia,1,1,15,50,35,cash,no,no,no,no,no,yes,no,06/06/2017,no,19:35,night,small,saika,mid,tuesday,weekday,no,6,6,2017
acacia,1,1,240,500,260,cash,no,no,no,yes,yes,no,no,04/06/2017,no,10:13,morning,small,saika,mid,sunday,weekend,no,4,6,2017
eastmatt,1,1,90,100,10,cash,yes,no,no,no,no,no,no,06/06/2017,no,17:38,afternoon,median,cbd,mid,tuesday,weekday,no,6,6,2017
nakumatt,1,1,71,71,0,cash,yes,no,no,no,no,no,no,07/06/2017,no,05:26,night,chain,cbd,mid,wednesday,weekday,yes,7,6,2017
nakumatt,3,3,235,500,265,cash,yes,no,no,yes,no,yes,no,06/06/2017,no,10:23,morning,chain,cbd,mid,tuesday,weekday,yes,6,6,2017
tuskys,2,1,93,500,407,cash,yes,no,no,no,no,no,no,06/06/2017,no,19:19,night,chain,cbd,mid,tuesday,weekday,no,6,6,2017
tuskys,1,1,103,150,47,cash,yes,no,no,no,no,no,no,06/06/2017,no,19:20,night,chain,cbd,mid,tuesday,weekday,no,6,6,2017
uchumi,1,1,48,50,2,cash,no,no,yes,no,no,no,no,06/06/2017,no,18:46,afternoon,chain,cbd,mid,tuesday,weekday,no,6,6,2017
nakumatt,1,1,230,1000,770,cash,no,no,no,no,no,yes,no,07/06/2017,no,21:00,night,chain,kilimani,high,wednesday,weekday,no,7,6,2017
tuskys,4,2,320,1000,680,cash,yes,no,yes,no,no,no,no,07/06/2017,no,08:18,morning,chain,cbd,mid,wednesday,weekday,no,7,6,2017
acacia,4,3,411,411,0,cash,yes,no,yes,yes,no,no,no,07/06/2017,no,20:55,night,small,saika,mid,wednesday,weekday,no,7,6,2017
acacia,2,2,80,100,20,cash,yes,yes,no,no,no,no,no,07/06/2017,no,17:20,afternoon,small,saika,mid,wednesday,weekday,no,7,6,2017
acacia,3,1,163,200,37,cash,yes,no,no,no,no,no,no,07/06/2017,no,18:51,afternoon,small,saika,mid,wednesday,weekday,no,7,6,2017
acacia,3,1,130,200,70,cash,no,yes,no,no,no,no,no,06/06/2017,no,14:51,afternoon,small,saika,mid,tuesday,weekday,no,6,6,2017
eastmatt,1,1,44,54,10,cash,yes,no,no,no,no,no,no,05/06/2017,no,13:19,afternoon,median,cbd,mid,monday,weekday,no,5,6,2017
tuskys,13,2,716,1000,264,cash,yes,yes,no,no,no,no,no,09/06/2017,no,19:30,night,chain,cbd,mid,friday,weekday,no,9,6,2017
tuskys,1,1,215,250,35,cash,yes,no,no,no,no,no,no,09/06/2017,no,18:08,afternoon,chain,cbd,mid,friday,weekday,no,9,6,2017
nakumatt,3,3,353,1000,647,cash,yes,yes,no,yes,no,no,no,09/06/2017,no,17:41,afternoon,chain,cbd,mid,friday,weekday,yes,9,6,2017
nakumatt,1,1,52,200,148,cash,yes,no,no,no,no,no,no,09/06/2017,no,21:47,night,chain,cbd,mid,friday,weekday,yes,9,6,2017
nakumatt,2,2,165,200,35,cash,yes,yes,no,no,no,no,no,09/06/2017,no,21:41,night,chain,cbd,mid,friday,weekday,yes,9,6,2017
nakumatt,1,1,55,55,0,cash,no,no,yes,no,no,no,no,09/06/2017,no,20:07,night,chain,cbd,mid,friday,weekday,yes,9,6,2017
acacia,1,1,115,200,85,cash,yes,no,no,no,no,no,no,09/06/2017,no,19:59,night,chain,saika,mid,friday,weekday,no,9,6,2017
tuskys,2,1,30,100,70,cash,no,no,no,no,no,yes,no,09/06/2017,no,18:41,afternoon,chain,cbd,mid,friday,weekday,no,9,6,2017
nakumatt,2,2,160,200,40,cash,no,yes,yes,no,no,no,no,09/06/2017,no,13:10,afternoon,chain,cbd,mid,friday,weekday,yes,9,6,2017
nakumatt,1,1,55,100,45,cash,no,no,yes,no,no,no,no,09/06/2017,no,16:07,afternoon,chain,cbd,mid,friday,weekday,yes,9,6,2017
nakumatt,1,1,55,500,445,cash,no,no,yes,no,no,no,no,09/06/2017,no,19:27,night,chain,cbd,mid,friday,weekday,yes,9,6,2017
nakumatt,1,1,280,300,20,cash,no,no,yes,no,yes,no,no,08/06/2017,no,12:06,afternoon,chain,kilimani,high,thursday,weekday,no,8,6,2017
nakumatt,1,1,50,50,0,cash,no,no,no,no,no,yes,no,09/06/2017,no,19:46,night,chain,cbd,mid,friday,weekday,yes,9,6,2017
nakumatt,2,2,175,500,325,cash,no,yes,yes,no,no,no,no,09/06/2017,no,06:13,morning,chain,cbd,mid,friday,weekday,yes,9,6,2017
nakumatt,1,1,50,50,0,cash,no,no,yes,no,no,no,no,09/06/2017,no,21:39,night,chain,cbd,mid,friday,weekday,yes,9,6,2017
karrymart,1,1,120,150,30,cash,no,no,no,yes,no,no,no,09/06/2017,no,16:58,afternoon,chain,cbd,mid,friday,weekday,yes,9,6,2017
nakumatt,1,1,150,150,0,cash,no,no,yes,no,yes,no,no,07/06/2017,no,13:55,afternoon,chain,kilimani,high,wednesday,weekday,no,7,6,2017
acacia,1,1,49,50,1,cash,yes,no,no,no,no,no,no,09/06/2017,no,21:10,night,small,saika,mid,friday,weekday,no,9,6,2017
ukwala,2,2,78,1000,922,cash,no,yes,yes,no,no,no,no,09/06/2017,no,07:44,morning,median,cbd,mid,friday,weekday,no,9,6,2017
tuskys,1,1,100,100,0,cash,no,yes,no,no,no,no,no,09/06/2017,no,08:36,morning,chain,cbd,mid,friday,weekday,no,9,6,2017
nakumatt,2,1,150,150,0,cash,yes,no,no,no,no,no,no,09/06/2017,no,06:25,morning,chain,cbd,mid,friday,weekday,yes,9,6,2017
nakumatt,8,4,1422,2000,578,cash,yes,yes,yes,no,no,yes,no,09/06/2017,no,09:37,morning,chain,cbd,mid,friday,weekday,yes,9,6,2017
ukwala,2,1,110,500,390,cash,yes,no,no,no,no,no,no,09/06/2017,no,21:08,night,median,cbd,mid,friday,weekday,no,9,6,2017
ukwala,1,1,260,1000,740,cash,no,no,yes,no,no,no,no,09/06/2017,no,21:03,night,median,cbd,mid,friday,weekday,no,9,6,2017
nakumatt,2,2,150,500,350,cash,no,no,yes,no,no,yes,no,09/06/2017,no,19:33,night,chain,cbd,mid,friday,weekday,yes,9,6,2017
ukwala,1,1,95,100,5,cash,no,no,yes,no,no,no,no,09/06/2017,no,17:47,afternoon,median,cbd,mid,friday,weekday,no,9,6,2017
tuskys,3,2,158,200,42,cash,yes,yes,no,no,no,no,no,09/06/2017,no,21:23,night,chain,cbd,mid,friday,weekday,no,9,6,2017
ukwala,1,1,60,200,140,cash,no,no,no,yes,no,no,no,09/06/2017,no,17:49,afternoon,median,cbd,mid,friday,weekday,no,9,6,2017
ukwala,1,1,90,500,410,cash,yes,no,no,no,no,no,no,09/06/2017,no,19:03,night,median,cbd,mid,friday,weekday,no,9,6,2017
nakumatt,2,1,79,100,21,cash,yes,no,no,no,no,no,no,09/06/2017,no,21:35,night,chain,cbd,mid,friday,weekday,yes,9,6,2017
ukwala,2,1,266,500,234,cash,yes,no,no,no,no,no,no,09/06/2017,no,19:01,night,median,cbd,mid,friday,weekday,no,9,6,2017
tuskys,4,2,590,1000,410,cash,no,no,no,yes,no,yes,no,29/05/2017,no,16:21,afternoon,chain,cbd,mid,monday,weekday,no,29,5,2017
acacia,4,2,705,705,0,mpesa,no,yes,yes,no,yes,no,no,10/06/2017,no,20:15,night,small,saika,mid,saturday,weekend,no,10,6,2017
acacia,2,1,20,100,80,cash,no,no,yes,no,no,no,no,10/06/2017,no,19:10,night,small,saika,mid,saturday,weekend,no,10,6,2017
acacia,1,1,90,100,10,cash,yes,no,no,no,no,no,no,10/06/2017,no,19:03,night,small,saika,mid,saturday,weekend,no,10,6,2017
acacia,3,2,355,400,45,cash,yes,no,no,yes,no,no,no,10/06/2017,no,20:05,night,small,saika,mid,saturday,weekend,no,10,6,2017
acacia,1,1,90,100,10,cash,yes,no,no,no,no,no,no,10/06/2017,no,18:12,afternoon,small,saika,mid,saturday,weekend,no,10,6,2017
acacia,4,2,315,500,185,cash,no,yes,yes,no,no,no,no,10/06/2017,no,19:55,night,small,saika,mid,saturday,weekend,no,10,6,2017
nakumatt,3,2,410,410,0,mpesa,no,yes,yes,no,yes,no,no,23/05/2017,no,16:28,afternoon,chain,cbd,mid,tuesday,weekday,yes,23,5,2017
nakumatt,1,1,45,50,5,cash,no,no,yes,no,no,no,no,23/06/2017,no,11:05,morning,chain,cbd,mid,friday,weekday,yes,23,6,2017
tuskys,1,1,55,1000,945,cash,no,no,yes,no,no,no,no,24/06/2017,no,14:19,afternoon,chain,cbd,mid,saturday,weekend,no,24,6,2017
nakumatt,1,1,150,500,350,cash,no,no,yes,no,no,no,no,24/06/2017,no,12:21,afternoon,chain,cbd,mid,saturday,weekend,yes,24,6,2017
tuskys,1,1,96,200,104,cash,no,yes,no,no,no,no,no,23/06/2017,no,20:58,night,chain,cbd,mid,friday,weekday,no,23,6,2017
tuskys,3,2,105,110,5,cash,no,yes,yes,no,no,no,no,24/06/2017,no,13:58,afternoon,chain,cbd,mid,saturday,weekend,no,24,6,2017
eastmatt,1,1,150,200,50,cash,yes,no,no,no,no,no,no,23/06/2017,no,19:27,night,chain,Kitengela,mid,friday,weekday,no,23,6,2017
eastmatt,1,1,115,200,85,cash,no,no,no,yes,no,no,no,27-06-17,no,18:59,night,chain,Kitengela,mid,tuesday,weekday,no,27,6,2017
eastmatt,1,1,135,200,65,cash,no,no,no,yes,no,no,no,28-06-17,no,18:16,night,chain,Kitengela,mid,wednesday,weekday,no,28,6,2017
eastmatt,3,2,278,1000,722,cash,yes,no,no,yes,no,no,no,28-06-17,no,17:30,afternoon,chain,Kitengela,mid,wednesday,weekday,no,28,6,2017
eastmatt,2,2,110,110,0,cash,yes,no,no,yes,no,no,no,28-06-17,no,14:31,afternoon,chain,Kitengela,mid,wednesday,weekday,no,28,6,2017
eastmatt,1,1,95,100,5,cash,no,no,no,yes,yes,no,no,28-06-17,no,15:48,night,chain,Kitengela,mid,wednesday,weekday,no,28,6,2017
eastmatt,1,1,71,100,29,cash,no,no,no,yes,no,no,no,28-06-17,no,19:41,night,chain,Kitengela,mid,wednesday,weekday,no,28,6,2017
eastmatt,4,1,240,1000,760,cash,no,yes,no,no,no,no,no,28-06-17,no,19:29,night,chain,Kitengela,mid,wednesday,weekday,no,28,6,2017
tumaini,1,1,100,100,40,cash,no,no,yes,no,no,no,no,22/08/2017,no,14:47,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017
tumaini,2,1,238,300,62,cash,no,yes,no,no,no,no,no,22/08/2017,no,15:54,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017
tumaini,1,1,60,100,40,cash,no,yes,no,no,no,no,no,22/08/2017,no,14:03,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017
tumaini,1,1,25,30,5,cash,no,yes,no,no,no,no,no,22/08/2017,no,15:40,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017
tumaini,1,1,100,100,0,cash,no,yes,no,no,no,no,no,22/08/2017,no,12:54,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017
tumaini,1,1,105,105,0,cash,no,yes,no,no,no,no,no,22/08/2017,no,12:57,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017
tumaini,2,2,134,150,16,cash,yes,yes,no,no,no,no,no,22/08/2017,no,12:01,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017
tumaini,2,2,115,200,85,cash,no,no,yes,yes,no,no,no,22/08/2017,no,17:58,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017
tumaini,3,2,191,200,9,cash,no,yes,yes,no,no,no,no,22/08/2017,no,17:57,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017
tumaini,4,3,373,500,127,cash,yes,yes,yes,no,no,no,no,22/08/2017,no,14:14,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017
tumaini,3,2,245,300,55,cash,no,no,yes,yes,no,no,no,22/08/2017,no,15:46,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017
tumaini,2,2,192,1000,808,cash,no,no,yes,yes,no,no,no,22/08/2017,no,17:34,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017
tumaini,1,1,55,100,45,cash,no,no,yes,no,no,no,no,22/08/2017,no,17:04,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017
tumaini,3,3,337,500,167,cash,yes,no,yes,yes,no,no,no,22/08/2017,no,17:05,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017
tumaini,4,2,785,1000,215,cash,no,yes,no,yes,no,no,no,22/08/2017,no,16:36,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017
tumaini,2,1,130,200,70,cash,no,no,yes,no,no,no,no,22/08/2017,no,15:21,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017
tumaini,1,1,45,45,0,cash,no,yes,no,no,no,no,no,22/08/2017,no,15:45,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017
tumaini,2,2,345,500,155,cash,yes,no,yes,no,no,no,no,22/08/2017,no,14:35,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017
tumaini,1,1,47,100,53,cash,no,no,yes,no,no,no,no,22/08/2017,no,16:42,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017
tumaini,1,1,26,50,24,cash,no,no,yes,no,no,no,no,22/08/2017,no,14:54,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017
tumaini,1,1,65,1000,935,cash,no,no,yes,no,no,no,no,22/08/2017,no,17:05,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017
tumaini,3,2,150,500,350,cash,no,no,yes,yes,no,no,no,22/08/2017,no,16:45,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017
tumaini,1,1,60,100,40,cash,no,yes,no,no,no,no,no,22/08/2017,no,17:21,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017
tumaini,1,1,92,100,8,cash,no,no,no,yes,no,no,no,22/08/2017,no,17:20,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017
tumaini,3,2,186,200,14,cash,no,yes,yes,no,no,no,no,22/08/2017,no,17:01,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017
tumaini,1,1,55,100,45,cash,no,no,yes,no,no,no,no,22/08/2017,no,16:50,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017
tumaini,2,2,105,110,5,cash,no,yes,yes,no,no,no,no,22/08/2017,no,16:59,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017
tumaini,1,1,45,100,55,cash,no,yes,no,no,no,no,no,22/08/2017,no,16:27,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017
tumaini,1,1,90,100,10,cash,yes,no,no,no,no,no,no,22/08/2017,no,16:28,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017
tumaini,1,1,72,100,28,cash,no,yes,no,no,no,no,no,22/08/2017,no,17:27,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017
tumaini,2,2,90,100,10,cash,no,yes,yes,no,no,no,no,22/08/2017,no,16:38,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017
tumaini,2,2,182,500,318,cash,no,yes,yes,no,no,no,no,22/08/2017,no,17:20,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017
tumaini,3,3,233,300,67,cash,yes,yes,yes,no,no,no,no,22/08/2017,no,17:06,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017
tumaini,4,3,261,300,39,cash,yes,yes,yes,no,no,no,no,22/08/2017,no,16:31,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017
tumaini,1,1,100,100,0,cash,no,no,yes,no,no,no,no,22/08/2017,no,17:45,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017
tumaini,2,1,219,240,21,cash,no,no,no,yes,no,no,no,22/08/2017,no,14:31,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017
tumaini,4,3,274,1000,726,cash,yes,yes,yes,no,no,no,no,22/08/2017,no,16:27,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017
tumaini,1,1,30,50,20,cash,no,yes,no,no,no,no,no,22/08/2017,no,12:47,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017
tumaini,1,1,150,200,50,cash,yes,no,no,no,no,no,no,22/08/2017,no,17:22,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017
tumaini,2,1,100,100,0,cash,no,no,yes,no,no,no,no,22/08/2017,no,15:51,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017
tumaini,1,1,45,45,0,cash,no,yes,no,no,no,no,no,22/08/2017,no,17:33,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017
tumaini,2,2,90,200,110,cash,yes,yes,no,no,no,no,no,22/08/2017,no,17:29,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017
tumaini,1,1,96,100,4,cash,no,no,yes,no,no,no,no,22/08/2017,no,16:33,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017
tumaini,2,2,106,500,394,cash,yes,yes,no,no,no,no,no,22/08/2017,no,17:39,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017
tumaini,1,1,135,200,65,cash,yes,no,no,no,no,no,no,22/08/2017,no,16:59,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017
tumaini,2,1,305,505,200,cash,yes,no,no,no,no,no,no,22/08/2017,no,17:05,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017
tumaini,6,2,390,1000,610,cash,no,yes,yes,no,no,no,no,22/08/2017,no,16:53,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017
tumaini,2,2,89,100,11,cash,no,yes,yes,no,no,no,no,22/08/2017,no,16:32,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017
tumaini,2,2,105,110,5,cash,no,yes,yes,no,no,no,no,22/08/2017,no,16:51,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017
tumaini,2,2,530,1030,500,cash,yes,yes,no,no,no,no,no,22/08/2017,no,17:14,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017
tumaini,2,2,310,1000,690,cash,no,yes,no,yes,no,no,no,22/08/2017,no,16:53,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017
